label,sentence
0,斬新なアート表現と生命力！フィリピンの「今」が見られる「The Hope & The Dream in Filipino - Section III」
1,ジョブズも愛したスピーカーに初のホームモデルが登場
1,「会社の人が必要以上にプライベートにも関わってくる」- 辛口説教部屋 vol.14
0,楽天が電子書籍サービスを開始？　「Kobo」のサイトを新たに開設
2,浅田を脅かすロシアの天才少女＝トゥクタミシェワ＆ソトニコワとは？
1,2011年婚活模様はどうなる？
1,お腹のハミ肉撃退エクサ／番号でわかる貯まる口座とは−【みんなのお気に入り登録記事】ランキング
1,だからモテない!?　恋愛下手のダメメール
1,汗と涙と恋心！ 今読みたいスポーツ女子マンガ
2,大麻所持で逮捕されたプロレスラー、レスラー仲間は擁護
2,【Sports Watch】波紋呼ぶ脇谷のコメント。ダルビッシュは「間違ってはないと思います」
1,オシャレでかわいいミニラボの「バブーシュ」で、お部屋でこっそりパリジェンヌ気分【プレゼント有】
2,【Sports Watch】ノムさんボヤく「佑ちゃん、ちょっと騒ぎ過ぎ」
1,アルマーニ ホテル、ドバイに続きミラノに11月オープン、オンライン予約開始
2,【Sports Watch】亀田姫月がブログ開始。史郎氏は「中身は男」
2,【Sports Watch】田中と岩隈、ノムさんが考える楽天開幕投手は？
1,この秋は、野菜を食べて女を磨く！
1,嫉妬で彼を束縛していませんか？
1,肌を輝かせる食べ物とは／高カロリーな食べ物TOP10など−【ビューティー】週間ランキング
1,家飲み女子の手料理自慢
2,来季に注目、女子ゴルフ界は美女だらけ？
2,【Sports Watch】岡田監督、高校時代は女性用パンティーを着用!?
2,結束空しく一敗地に塗れた男子柔道、五輪代表は不本意な選出に？
1,世界中のモデルが美の競演！「Essential Looks 2010 Spring&Summer」
1,「学生時代の友人と年収で200万の差がつきました」- 辛口説教部屋 vol.18
0,できないことができる！？通常では解消できない断片化を解消してくれる「PageDefrag」【PC快適術】
0,DropboxはLAN DISKで管理する時代へ！複数Dropboxアカウントをまとめて利用する方法
0,アメリカのアプリランキングで人気！直感的な操作でハマル「Fancy Pants」【iPhoneでチャンスを掴め】
1,【終了しました】体の中から美をサポートする驚きのインドハーブ「tula」を15名様にプレゼント
0,写真に友達のタグを付けて公開を知らせる　Facebookテクニック【知っ得！虎の巻】
1,くさったよめがあらわれた！vol.11「妄想だって継続なり…妄想は永遠だ！」presented by ゆるっとcafe
0,毎日数十万番組！ニコニコ生放送の放送番組数が1億番組を突破
1,「生まれ変わっても女がいい」約9割の女性が断言！ 映画『ガール』女性限定試写会
1,クリスマスマーケット in 横浜赤レンガ倉庫
1,同価格帯でネットブックより強力なベストセラーモバイルノート【新生活特集】
1,思わずパッケージ買いしたくなる！　韓国の可愛いリップクリーム
1,まるで妊婦！？　モデルの7割が悩む「ポッコリお腹」
1,欲しくなったときが適齢期？ わたしたちの高齢出産
1,3人に1人が参加経験有り？！　今ドキ出会いの現場に潜入
0,反対者はわずか12人、参議院本会議で違法ダウンロード刑罰化が確定
1,【終了しました】トム・クルーズ最新作！ 最強ミュージカル『ロック・オブ・エイジズ』試写会に10組20名様をご招待
1,人に聞いてはいけないこと
0,ネットワークダビング対応　ポータブルBDドライブのレビューアー10名を募集
2,【Sports Watch】星野監督は“プレイボールっていった瞬間に人が変わる”
0,人気のスマホに強い味方！ドコモ GALAXY NEXUS SC-04D用大容量バッテリー【モバステ通信】
0,非公式アプリでも結構イケる！ UbuntuでもEvernoteが使える【デジ通】
1,[上級編]Twitterの機能や関連サービスを もっともっと使いこなそう- 転職活動に役立つ！ソーシャルメディア活用術 vol.13
1,女が求める「成長できる恋」とは
2,インテル長友、チーム内で”いじられ役”　ファン「いじめではないのか？」
0,twitterの写真のほうがカッコいい！孫社長 Facebook開始宣言が話題
1,“現代版大リーグボール養成ギブス”が日本上陸!? 究極トレーニングセットでモテる身体を手に入れろ！
0,新しいウィンドウを素早く開いて次の作業を開始【知っ得！虎の巻】
1,リアルなコーディネートが魅力“ミヂカリスマ”のオシャレ指南
1,絶対に浮気はさせません！戦術
1,【終了しました】簡単スキンケアの国産オーガニックコスメ「chant a charm」をセットで3名様にプレゼント
0,切れない携帯はホントに必要か？　東京メトロにおける携帯のサービスエリア拡大
0,ネットで気軽にフォトブックの編集注文ができる！「ドリームページ」のレビューアーを30名募集
1,【オトナ女子コミック部】独女が読んでも爆笑必至!! キャラ立ち子育てマンガ『ママはテンパリスト』
0,Excelの新規ファイルにムダなシートを作らない【知っ得・虎の巻】
2,【Sports Watch】野球界が練習しなくなった原因を作ったのがノムさん!?
2,曙の恐るべき飲みっぷり。一晩で使った飲み代は「1000万くらい」
1,森陽太「ベタですが手編みには憧れます」
1,「人見知りが激しくて、コミュニケーションがとれません」 - 辛口説教部屋 vol.40
0,ゲーム機に必要なストレージ容量は？ ダウンロード販売が本格化【デジ通】
0,進化するUltrabook　全部入りUltrabookにテカテカ液晶モデルが追加
1,決め手は「追いホップ」！ キリンが“本気”を出したプレミアムビール誕生
1,バックオーライは縁起が悪い？
1,JOYさんが“実姉”Sophiaさんと初共演！　アリスの身体能力を語る
1,映画『朱花の月』とPHOTOPRESSOがコラボ『万葉のまなざし』
2,体操・内村の金メダルに「これほど6種目を完璧にやる選手はいない」
1,インタビュー：渡部秀「いつ話が来るかなとドキドキ・ワクワクしていました」
2,G大阪・呂比須氏の発言に「ダメだこりゃ」の声
2,「MLBで日本人の評価が低下」記事に賛否両論
1,間取り図にハマる女ゴコロ
1,独女世代、これからは温活？
1,人気の天然成分配合石けん「黄土」系にブームの気配？
0,最強の情報リーダーアプリ登場！これでIT系ニュースの網羅は完璧
1,ビックカメラ有楽町店に美をトータルサポートする「Bic beauty」がオープン
1,理由は「傷つきたくない」。今ナンパと社内恋愛が激減中！
0,とりあえずペンディング！　続・無許可ダウンロードの罰則化が引き起こす問題
1,【オトナ女子のリアルな悩み】仕事が決まらず、すべての運から見放されているようで
1,クレーム発生！ ちゃんと対応したのに上司に怒られた　 〜「処理」と「解決」の違い〜｜実践！問題解決力テスト【第6問】
1,【終了しました】2012年初の運試し！　Peachyからのお年玉プレゼントをgetしよう
1,【オトナ女子映画部】「花より男子〜Boys Over Flowers」
2,【Sports Watch】ダルビッシュ、ベンチ裏説教報道を否定
2,【Sports Watch】浅田真央が演技後に見せた涙、もう一つの理由とは？
2,【Sports Watch】ダルビッシュが衝撃の告白、新球種を生み出した
1,独女も共感!? “イタい歌詞”で注目を浴びる奥 華子の世界
2,【Sports Watch】秋山成勲、ファイトマネーを横領された!?
1,【終了しました】リーガロイヤルホテル（大阪）のイタリアンレストランがリニューアル！ ランチに3組6名様をご招待
0,金環日食から切り込み隊長まで！　ネットの話題を振り返る【ITフラッシュバック】
2,【Sports Watch】大人気ラウンドガールがCM出演、セクシーボディを披露!!
2,【Sports Watch】MVP内川の嫌味なジョーク「独身だったらよかった」
0,行間を読む　翻訳のされ方で大きく印象が変わる言葉の難しさ
2,【Sports Watch】日本代表勝利に「日本人として誇りを感じる」
1,コラーゲン、摂るだけで安心していませんか？
1,旬の「夏野菜」を美味しくいただく東京のレストラン特集
0,アナログとデジタル、リアリティと幻想が混在する不思議！文本貴士氏の写真展「追憶」を開催へ【NEXT GENERATION】
1,大人女子が指名買いする「Lavshuca」の新作アイテムが登場
1,【終了しました】あなたの髪にも極上の潤いとシルクのような手触りを「プレイバック ミネラルモイスト」を10名様にプレゼント
1,『初売りセール』楽しみにしている女性は4割
2,【Sports Watch／競馬】 JRAに貢献した競走馬——、2年連続で選定なし
1,“ぎゅぅっ〜”して、楽ヤセ！　お正月太りとさようなら！
0,周辺地域の情報をゲット「ご当地ニュースbyロケタッチ新聞」リリース
0,その建物に歴史あり！　建物の名称を表わす“建て書き”写真の数々
0,アップル、デベロッパプレビューをリリース！次期Mac OS X「Mountain Lion」が明らかに
2,【Sports Watch】星野監督、開幕投手を決めた経緯を告白「今バラしますけど……」
1,【終了しました】セルフメンテ＆カスタム女子、急増中。『完全女子版！ 自転車メンテナンスブック』を5名様にプレゼント
0,ガラスのUltrabook登場！美麗なUltrabook「HP ENVY14-3000 SPECTRE」のレビューアー募集
2,【Sports Watch】ラモスが絶賛「岡ちゃんに電話しよ」
2,U-23日本代表・大津が生出演をドタキャン。西岡アナ「今どちらにいらっしゃいます？」
1,論理を構造化する力を鍛える「エレベーターテスト」 - プロフェッショナルスキル入門  vol.01  【プレゼン編】
0,ドラクエXで遊ぶのに必要な物 PCの周辺機器を流用できる【デジ通】
2,南キャン・山里、しずちゃんの挑戦にあった過度な重圧や卑劣な取材行為を明かす
1,「Gアシスト」のバカ売れアイテム、噂の“石渡バット”とは？
1,本物そっくり！　スイーツコスメで楽しみながら美もGET
0,英語で地理が勉強できる！世界クイズアプリ！【iPhoneでチャンスを掴め】
1,ゆっくり食べるのは体に悪い／たった10分で痩せるテクなど−【ビューティー】週間ランキング
1,自転車女子、はじめました vol.06「自転車で女子力ＵＰ！」Presented by ゆるっとcafe
2,キム・ヨナ、復帰宣言は“IOC選手委員になりたいという彼女の夢”!?
1,ユナイテッドアローズに学ぶ、ワンランク上のスタイリング術【新生活特集】
1,独女が結婚で捨てられないもの…
1,リゾートホテルで極上の快眠体験！お疲れガールにオススメの宿泊プラン
2,【Sports Watch】ビーチバレーで写メ解禁も「喜ぶファンなんていない」
0,意外と知らないExcelのウラ技！仕事で役立つウルトラテクニック【知っ得！虎の巻】
1,かわいい嫉妬、できますか？
2,他球団のエースが絶賛する、“プロが選んだ”ナンバー1投手とは？
1,神社コンシェルジュ”が選ぶ、スカイツリーと同じ634mの弥彦山で恋愛祈願
1,大人女子を虜にする、年下君の魅力
1,科学の力で肌がよみがえる？韓国発最先端「幹細胞コスメ」に注目！
0,Facebookのコメントを読みやすく！　文の途中で改行するワザ【知っ得！虎の巻】
1,アカデミー賞を彩る陰の主役“フォーエバーマーク　ダイヤモンド”
0,スマホ持ちで有線なアナタに！無線LAN親機になる超小型アダプター
1,今一番飲みたい、オーストラリアワインで華やかな香りを
0,頭を使うアプリをお探しのアナタに！陣取り合戦風で囲碁にも似たブロックゲーム「Blokus」【iPhoneでチャンスを掴め】
0,auなら月額590円で映画が見放題！新作映画も楽しめる「ビデオパス」が凄い
1,友達が多い人って、実は性格がよくない！？
1,高樹千佳子らがビオプレーン4姉妹として登場！ 「ダノンビオ」ヨーグルト　プレーン・砂糖不使用　脂肪0　新発売！
1,キン肉マンＴシャツ企画、一番人気は名脇役として知られる“あの超人”!!
1,「コーチ メンズ」による初の期間限定ポップアップストアがオープン！
1,恋に効くコラムLesson1　「都合のいい女」を振り向かせる方法
1,高嶋政伸のDVテープが発覚? 暴力男に豹変するきっかけとは
0,iPhoneで作るビジネス文書、動画のムダをトリミング　iPhone活用術【知っ得！虎の巻】
1,オンナは“何番目の男”と結婚するのが一番幸せか？【オンナの本音編】
2,ノムさんが監督時代を暴露、「社長に無理をお願いして獲って貰った」
1,女医が教えるオンナの体ウソホント vol.5「どうしたらＨが気持ちよくなるの？」
1,ゴルフがわかる！コースが見える！カラーになったゴルフナビ「EAGLE VISION」【ゴルフ特集】
2,【Sports Watch】安藤美姫の熱愛報道もモロゾフ・コーチとの関係は？
1,優秀ジャパニーズワインで乾杯！
2,【Sports Watch】日本と激突!?　驚愕テクニックを持つ“女ジダン”
1,“働く女性のための”カクテルパーティ付映画鑑賞会を開催
2,ダルとサエコの復縁の噂——「結婚願望の強い古閑には相当こたえた」
1,韓国の自然派コスメで、夏の肌に潤いをプラス！
1,香港の「CM女王」アンジェラベイビーさんがカバーガール！　業界初のムービー・ファッション誌
0,売れ筋モデルがさらにコンパクトに　EPSONより2012年インクジェット新モデル登場
1,大震災をきっかけに考える。在宅勤務はアリかナシか？
1,冬の汗対策、どうしてる？
1,年収1000万円のビジネスマンに聞いた「自分の商品価値を高めるための努力」 - 年収1000万円研究所 vol.8
1,インタビュー：インプレッショントレーナー（R）・重田みゆき「一瞬で突然かわいくなれる印象力アップ術」
1,満たされると不安!?「ちょっと不幸な私が好き」症候群
0,本日のGoogleロゴはテーブルテニス　Googleロゴがスポーツ関連画像に変化第四弾
1,目に見えるから続けられる！　参加者の100%が「カラダに対する意識」が向上
2,【Sports Watch】野村監督から重大発表!? 視聴者欺くTBS
1,2012年 独女たちの結婚観とは
1,【終了しました】iPhoneアプリ「リラックマTouch!」100万ダウンロード突破記念 「リラックマあつめてぬいぐるみ」を2名様にプレゼント
0,ワイルドな英語プリントだぜぇ！　スギちゃん風な英語の教材プリントが話題に
0,芸能・ゴシップネタはこちら！ ITライフハックでは読めない話題は三面貴族で読もう！
1,オーガニックコットンをライフスタイルを取り入れたい人のためのフォーラム開催
1,気になる妊娠のこと「つわりって辛いですか？」
0,ある日突然犯罪者扱いに？　無許可ダウンロードの罰則化が引き起こす問題
1,夏の汗はニオイより汗ジミに注意！
0,ウェブセキュリティの向上を目指すOWASPとは 【役立つセキュリティ】
1,親から「まだ結婚しないの？」と言われなくなる時
1,【オトナ女子映画部】新ヒロインの小悪魔ぶりは学ぶべきポイントだらけ！　『アメイジング・スパイダーマン』
1,日本初！　DHC、“10倍濃度”のコエンザイムQ10シリーズを発表
0,大人気Ultrabookが作れる！　親子で体験!! デル パソコン組み立て教室5回目の開催が決まる
1,【Shine! Vol.04】飲食が好きだから、四六時中考えていても苦にならないんです（株式会社ダイヤモンドダイニング 末永恵美さん）
2,スペインからも苦情が出た日本のテレビ中継
1,上質＆カジュアルディナーでお父さんにありがとうを
1,投資会社 マネージャー「何事も最初にやったもん勝ち」 - 年収1000万円プレイヤー図鑑 vol.9
0,新連載開始！元Google日本法人会長 村上憲郎氏も登場！教育とテクノロジーの祭典【Edu×Tech Fes 2012】
1,「上司のパワハラにあたまがおかしくなりそうです」 - 辛口説教部屋 vol.25
2,“市民ランナー”川内優輝の母明かす、「今思うとやり過ぎだった」壮絶練習とは
1,第23回は“飛躍”の東京国際映画祭に
2,【Sports Watch】節電中も夜桜をライトアップ!? 格闘家・秋山が仰天プロジェクト
1,イクメン必見、子どもの成長を共に感じる「旅いく」プロジェクトとは？
2,国歌斉唱に酷評再び!? アーティストのブログも炎上する事態に
1,ランナーデビューをサポートするビジネスマン必見アイテムとは？【新生活特集】
2,「もう仮病使えよ」香川、長友ら招集に
2,ノムさん、佑ちゃんにズバリ 「人気先行だもんな」「いるの、彼女？」
2,ルーニーの「NFLよりペンキが乾くのを見てるほうがマシ」発言が波紋
1,ウォンビンインタビュー「お互い寄り添うように助け合う愛もある」直筆サイン特別プレゼント
1,暴言それとも英断!?　「災害時こそEV」って本当？
1,妥協のススメ
2,ノムさん怒る「プロ野球がどんどん悪い方向へ進んでいく」
1,なぜ入れる!?　否定派、肯定派割れるタトゥー
1,ネトゲ廃人の影…!? 嵐の二宮と付き合い変貌する佐々木希
2,「なぜ足で止めようと」自分の車に轢かれ今季絶望の選手
1,【オトナ女子のリアルな悩み】元彼から今でも連絡がきます…復縁はできますか？
1,男性の言い分「独女の食事スタイル、ここが納得いかない！」
1,独身女のひな祭り
1,光を浴びて白くなる！？　光漂白成分配合のくつクリーナーが新登場！
1,達成できる課と出来ない課の違いは何？　〜判断する際の検討材料〜｜実践！問題解決力テスト【第3問】
1,美人社長に聞く！接待、デートに使えるゴルフマナー！【ゴルフ特集】
1,花粉症患者の約7割が実践した“事前対策”とは？
1,トレンドマイクロのサービス「SafeSync」を無料体験して「横浜スタジアム 半日貸切権」や「デジカメ」を当てよう！
1,どこまで付き合う？付き合わせる？男と女の行動範囲
0,ドコモ7.8mmの有機ELスマホ開発！スリムボディのスマートフォン「docomo NEXT series P-04D」
2,【Sports Watch】日本代表戦士に訊く、岡田監督とザッケローニ監督の違いとは？
1,昼からシャンパン！？　いつもよりリッチな“女子会”が人気
0,1日3名が11日連続で何と33名！　「SAMSUNG SSD 830シリーズ」のレビューアーを大募集
2,【Sports Watch】本田圭佑「個人的には不本意なプレーだった」
2,代表戦皮肉るセルジオ越後氏、「これこそザ・フレンドリーマッチ」
1,吉川ひなのさんも登場！　ららぽーと豊洲で、ひと足お先に″おトク″を体感
1,ケーキをデコレーションしてスウィートなプレゼントをGETしよう!
1,クリスマスのイルミネーションデート、誰もが経験する″ある悩み″とは？
0,Mac必須アプリの使いこなし術！パソコンの最新情報をチェック【ITフラッシュバック】
1,“食”をテーマにしたまったく新しいフェスが誕生！
0,未来の名プログラマーを育め！中高生150名がアプリ開発にチャレンジ
1,謝らない、傲慢オンナ注意報！
1,胸の谷間見せはどこまでOK？ セクシーとビッチの別れ道を探る！
2,大麻密輸容疑でNOSAWA論外と紫雷イオが逮捕。イオ姉は絶縁状態を告白
1,【終了しました】【au×Hangameドキドキ★スマホキャンペーンvol.5】リゾートホテル宿泊券を1組2名様にプレゼント！
2,SB・内川、ダルに言及 “基準が分からない。何がそんなに違うのか”
2,【Sports Watch】興毅の敗戦にジョージ＆テリーは「勉強になったと思う」
0,ThinkPad X1 Carbonで従来のACアダプターは使えるのか？【デジ通】
1,本日はお日柄もよく、結婚式は大安吉日に？
